index,Job Title,Rating,Name,City,State,Headquarters,Size,Calculated Size,Founded,Type of ownership,Industry,Sector,Revenue,Calculated_Revenue,Lower_Salary,Upper_Salary,Avg_Salary,company_txt,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
555,Data Scientist,3.4,"MZ
3.4",Palo Alto,CA,"Palo Alto, CA",501 - 1000 ,Medium,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,< $25 million,81,134,107.5,PA Consulting,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,na,na
459,Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3",Richfield,OH,"Richfield, OH",501 - 1000 ,Medium,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,84,157,120.5,Agios Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
685,Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3",Richfield,OH,"Richfield, OH",501 - 1000 ,Medium,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,49,113,81,Advanced BioScience Laboratories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
929,Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3",Richfield,OH,"Richfield, OH",501 - 1000 ,Medium,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,68,139,103.5,Reynolds American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
194,Senior Data Analyst,2.9,"National Student Clearinghouse
2.9",Herndon,VA,"Herndon, VA",201 - 500 ,Medium,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),$25-$50 million,75,140,107.5,Echo Global Logistics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
292,Senior Data Analyst,2.9,"National Student Clearinghouse
2.9",Herndon,VA,"Herndon, VA",201 - 500 ,Medium,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),$25-$50 million,121,203,162,Glassdoor,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,sr,na
264,Data Analyst,3.1,"NCSOFT
3.1",San Mateo,CA,"Seoul, South Korea",1001 - 5000 ,Large,1997,Company - Public,Video Games,Media,$10+ billion (USD),>$10 billion,52,85,68.5,Esri,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Data Scientist,na,M
655,Data Engineer,3.1,"NCSOFT
3.1",Aliso Viejo,CA,"Seoul, South Korea",1001 - 5000 ,Large,1997,Company - Public,Video Games,Media,$10+ billion (USD),>$10 billion,81,140,110.5,Assurant,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,na
883,Data Engineer,3.1,"NCSOFT
3.1",Aliso Viejo,CA,"Seoul, South Korea",1001 - 5000 ,Large,1997,Company - Public,Video Games,Media,$10+ billion (USD),>$10 billion,63,99,81,Caterpillar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,na
101,Sr. Scientist II,3.5,"Nektar Therapeutics
3.5",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,1990,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),$100-$500 million,110,150,130,Equity Residential,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,Data Scientist,sr,M
60,Data Scientist,4.1,"Netskope
4.1",San Francisco,CA,"Santa Clara, CA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$100-$500 million,60,123,91.5,Karyopharm Therapeutics Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
573,Data Scientist,4.1,"Netskope
4.1",Santa Clara,CA,"Santa Clara, CA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$100-$500 million,60,101,80.5,PNNL,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,M
35,Data Scientist,4.7,"New England Biolabs
4.7",Ipswich,MA,"Ipswich, MA",201 - 500 ,Medium,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,< $25 million,31,55,43,GreatAmerica Financial Services,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,na
413,Data Scientist,4.7,"New England Biolabs
4.7",Ipswich,MA,"Ipswich, MA",201 - 500 ,Medium,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,< $25 million,102,178,140,Acceleron Pharma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Director,na,P
97,Data Management Specialist,4.5,"NMR Consulting
4.5",Huntsville,AL,"Chantilly, VA",51 - 200 ,Small,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),$25-$50 million,48,85,66.5,AmeriHealth Caritas,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Analyst,sr,M
58,Data Scientist,3.7,"Northrop Grumman
3.7",San Diego,CA,"Falls Church, VA",10000+ ,Enterprise,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,66,123,94.5,Strategic Employment Partners,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
604,Data Scientist,3.7,"Northrop Grumman
3.7",San Diego,CA,"Falls Church, VA",10000+ ,Enterprise,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,92,146,119,PNNL,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,M
634,Principal Data Scientist,3.7,"Northrop Grumman
3.7",San Jose,CA,"Falls Church, VA",10000+ ,Enterprise,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,43,60,51.5,Catholic Health Initiatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
855,Principal Data Scientist,3.7,"Northrop Grumman
3.7",San Jose,CA,"Falls Church, VA",10000+ ,Enterprise,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,20,35,27.5,FLEETCOR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
33,Data Scientist / Machine Learning Expert,3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,150,239,194.5,Liberty Mutual Insurance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,52,91,71.5,Southwest Research Institute,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,na
380,Data Scientist / Machine Learning Expert,3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,85,142,113.5,Lorven Technologies Inc,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,47,101,74,Reynolds American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
732,Data Scientist in Translational Medicine,3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,49,76,62.5,Raytheon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,43,88,65.5,RTI International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
916,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"Novartis
3.8",Cambridge,MA,"Basel, Switzerland",10000+ ,Enterprise,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,124,199,161.5,TRANZACT,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,na,na
25,Data Scientist,4,"Novetta
4.0",Herndon,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,52,93,72.5,United BioSource,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
150,Senior Data Scientist,4,"Novetta
4.0",Herndon,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,97,181,139,Figure Eight,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
317,Data Scientist,4,"Novetta
4.0",Herndon,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,100,173,136.5,Tapjoy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
352,"Data Scientist, Senior",4,"Novetta
4.0",Fort Belvoir,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,53,96,74.5,Fareportal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
725,Senior Data Analyst,4,"Novetta
4.0",Herndon,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,65,96,80.5,Reynolds American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
727,Senior Data Engineer,4,"Novetta
4.0",Reston,VA,"Mc Lean, VA",501 - 1000 ,Medium,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,56,95,75.5,Sartorius,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
296,Data Scientist,3.9,"NPD
3.9",Port Washington,NY,"Port Washington, NY",1001 - 5000 ,Large,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),$100-$500 million,111,176,143.5,1904labs,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist,na,na
76,Data Scientist,3.2,"Numeric, LLC
3.2",Philadelphia,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,75,127,101,Royce Geospatial,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
318,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC
3.2",Phila,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,65,119,92,MassMutual,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
560,Data Engineer,3.2,"Numeric, LLC
3.2",King of Prussia,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,56,97,76.5,PNNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
712,Data Science Manager,3.2,"Numeric, LLC
3.2",Allentown,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,108,173,140.5,Recursion Pharmaceuticals,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,sr,na
734,Product Manager/Data Evangelist,3.2,"Numeric, LLC
3.2",Phila,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,94,139,116.5,Citi,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
924,Data Scientist,3.2,"Numeric, LLC
3.2",Philadelphia,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,176,289,232.5,Sage Intacct,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Machine Learning Engineer,sr,P
953,Data Science Manager,3.2,"Numeric, LLC
3.2",Allentown,PA,"Chadds Ford, PA",Jan-50,Small,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),< $25 million,92,149,120.5,Scale AI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
18,Data Scientist - Health Data Analytics,4.2,"Nuna
4.2",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$25-$50 million,63,101,82,Esri,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
44,Data Scientist - Algorithms & Inference,4.2,"Nuna
4.2",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$25-$50 million,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
191,Data Scientist - Health Data Analytics,4.2,"Nuna
4.2",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$25-$50 million,118,188,153,Change Healthcare,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,Data Scientist,na,P
444,Data Scientist - Algorithms & Inference,4.2,"Nuna
4.2",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$25-$50 million,108,146,127,MZ,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,M
88,Data Scientist,3.9,"Nurx
3.9",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2016,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),< $25 million,65,106,85.5,HG Insights,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Data Scientist,na,P
132,Data Engineer,4.7,"Object Partners
4.7",Minneapolis,MN,"Minneapolis, MN",51 - 200 ,Small,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),$25-$50 million,55,98,76.5,"1-800-FLOWERS.COM, Inc.",1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,na
342,Information Security Data Analyst,4.3,"OceanFirst Financial
4.3",Red Bank,NJ,"Toms River, NJ",501 - 1000 ,Medium,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),$2-$10 billion,94,162,128,CBS Interactive,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,Data Scientist,na,na
201,Analytics Manager,4.3,"OneMagnify
4.3",Dearborn,MI,"Detroit, MI",201 - 500 ,Medium,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,$100-$500 million,74,137,105.5,Maxar Technologies,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
314,Analytics Manager,4.3,"OneMagnify
4.3",Dearborn,MI,"Detroit, MI",201 - 500 ,Medium,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,$100-$500 million,90,179,134.5,Rubius Therapeutics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
356,CONSULTANT– DATA ANALYTICS GROUP,4.2,"Opinion Dynamics
4.2",San Diego,CA,"Waltham, MA",51 - 200 ,Small,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),< $25 million,127,202,164.5,Samba TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
73,Data Scientist,4.7,"Oversight Systems
4.7",Atlanta,GA,"Atlanta, GA",51 - 200 ,Small,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),$25-$50 million,60,127,93.5,ClearEdge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
700,Data Scientist,4.7,"Oversight Systems
4.7",Atlanta,GA,"Atlanta, GA",51 - 200 ,Small,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),$25-$50 million,31,57,44,SV Microwave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,M
226,Data Engineer,3.7,"P2 Energy Solutions
3.7",Lafayette,LA,"Denver, CO",501 - 1000 ,Medium,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$100-$500 million,105,194,149.5,Sumo Logic,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
386,Data Engineer,3.7,"P2 Energy Solutions
3.7",Lafayette,LA,"Denver, CO",501 - 1000 ,Medium,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$100-$500 million,45,86,65.5,EAB,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
157,Data Scientist/ML Engineer,3.4,"PA Consulting
3.4",New York,NY,"London, United Kingdom",1001 - 5000 ,Large,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),$100-$500 million,75,143,109,SpringML,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
498,Managing Data Scientist/ML Engineer,3.4,"PA Consulting
3.4",Boston,MA,"London, United Kingdom",1001 - 5000 ,Large,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),$100-$500 million,126,228,177,Samsung Research America,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,Data Engineer,na,P
749,Managing Data Scientist/ML Engineer,3.4,"PA Consulting
3.4",Boston,MA,"London, United Kingdom",1001 - 5000 ,Large,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),$100-$500 million,80,134,107,Systems & Technology Research,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Data Scientist,na,P
68,Data Scientist in Artificial Intelligence Early Career,3.8,"Pacific Northwest National Laboratory
3.8",Richland,WA,"Richland, WA",1001 - 5000 ,Large,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),$500 million-$1 billion,120,189,154.5,Netskope,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Data Scientist,na,P
829,Data Scientist in Artificial Intelligence Early Career,3.8,"Pacific Northwest National Laboratory
3.8",Richland,WA,"Richland, WA",1001 - 5000 ,Large,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),$500 million-$1 billion,96,161,128.5,"Numeric, LLC",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,na
87,Data Scientist,4.4,"Pactera
4.4",San Jose,CA,"Beijing, China",10000+ ,Enterprise,1995,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),$500 million-$1 billion,95,154,124.5,Brighthouse Financial,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
248,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3",Milwaukee,WI,"Milwaukee, WI",501 - 1000 ,Medium,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,$100-$500 million,116,194,155,"Numeric, LLC",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,sr,M
448,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3",Milwaukee,WI,"Milwaukee, WI",501 - 1000 ,Medium,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,$100-$500 million,63,120,91.5,"Numeric, LLC",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
671,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3",Milwaukee,WI,"Milwaukee, WI",501 - 1000 ,Medium,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,$100-$500 million,76,127,101.5,Leidos,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,na,M
909,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3",Milwaukee,WI,"Milwaukee, WI",501 - 1000 ,Medium,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,$100-$500 million,54,92,73,Beckman Coulter Diagnostics,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
172,Lead Data Scientist,3.8,"PatientPoint
3.8",Cincinnati,OH,"Cincinnati, OH",201 - 500 ,Medium,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),$100-$500 million,61,100,80.5,IHS Markit,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
215,"VP, Data Science",3.2,"PennyMac
3.2",Phoenix,AZ,"Westlake Village, CA",1001 - 5000 ,Large,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,80,148,114,Affinity Solutions,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,na,M
332,Data Engineer,3.2,"PennyMac
3.2",Agoura Hills,CA,"Westlake Village, CA",1001 - 5000 ,Large,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,95,160,127.5,"Numeric, LLC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
354,"VP, Data Science",3.2,"PennyMac
3.2",Phoenix,AZ,"Westlake Village, CA",1001 - 5000 ,Large,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,112,179,145.5,TechProjects,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,na
589,Data Scientist,4.2,"PeoplesBank
4.2",Holyoke,MA,"Holyoke, MA",201 - 500 ,Medium,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),$50-$100 million,63,111,87,Biz2Credit Inc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
86,Data Scientist,3.3,"Peraton
3.3",Chantilly,VA,"Herndon, VA",1001 - 5000 ,Large,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),$1-$2 billion,75,126,100.5,PeoplesBank,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
747,Big Data Engineer,3.3,"Peraton
3.3",Chantilly,VA,"Herndon, VA",1001 - 5000 ,Large,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),$1-$2 billion,110,184,147,Capgemini,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,Data Scientist,na,M
26,Digital Health Data Scientist,4,"Pfizer
4.0",Cambridge,MA,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,76,145,110.5,GNY Insurance Companies,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
29,Clinical Data Scientist,4,"Pfizer
4.0",Groton,CT,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,36,62,49,Citadel Federal Credit Union,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
284,Digital Health Data Scientist,4,"Pfizer
4.0",Cambridge,MA,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,50,98,74,"Numeric, LLC",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist Project Manager,na,M
316,Clinical Data Scientist,4,"Pfizer
4.0",Groton,CT,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,94,153,123.5,Medidata Solutions,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
482,"Senior Manager, Epidemiologic Data Scientist",4,"Pfizer
4.0",New York,NY,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
722,"Senior Manager, Epidemiologic Data Scientist",4,"Pfizer
4.0",New York,NY,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,50,92,71,CALIBRE Systems,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
777,"Director, Precision Medicine Clinical Biomarker Scientist",4,"Pfizer
4.0",Cambridge,MA,"New York, NY",10000+ ,Enterprise,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,49,97,73,HP Inc.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
153,Associate Scientist,2.9,"Pharmavite
2.9",Valencia,CA,"West Hills, CA",1001 - 5000 ,Large,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),$1-$2 billion,67,135,101,MassMutual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,na,na
246,Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0",Knoxville,TN,"Knoxville, TN",10000+ ,Enterprise,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),>$10 billion,138,224,181,Tapjoy,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Machine Learning Engineer,na,na
443,Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0",Knoxville,TN,"Knoxville, TN",10000+ ,Enterprise,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),>$10 billion,80,139,109.5,Northrop Grumman,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,na
666,Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0",Knoxville,TN,"Knoxville, TN",10000+ ,Enterprise,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),>$10 billion,158,211,184.5,Visa Inc.,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,sr,na
